"category","project","external_id","name","kind","status","reference_xyz","tp_command","reference_type","derived","geometry_type","geometry_extent","parent","database_id"
"Route / station infrastructure","Mainstreet America","P01-BAY-081","Parking bay 081","parking","complete","-48, 64, 214","/tp @s -48 64 214","derived bounds center","true","bounds","x[-50…-47] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_2a9c445a54f33467"
"Route / station infrastructure","Mainstreet America","P01-BAY-082","Parking bay 082","parking","complete","-43, 64, 214","/tp @s -43 64 214","derived bounds center","true","bounds","x[-45…-42] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_b1732638a53974a8"
"Route / station infrastructure","Mainstreet America","P01-BAY-083","Parking bay 083","parking","complete","-38, 64, 214","/tp @s -38 64 214","derived bounds center","true","bounds","x[-40…-37] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_632ab4998e0573c2"
"Route / station infrastructure","Mainstreet America","P01-BAY-084","Parking bay 084","parking","complete","-33, 64, 214","/tp @s -33 64 214","derived bounds center","true","bounds","x[-35…-32] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_ca6769ae1630c4fd"
"Route / station infrastructure","Mainstreet America","P01-BAY-085","Parking bay 085","parking","complete","-28, 64, 214","/tp @s -28 64 214","derived bounds center","true","bounds","x[-30…-27] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_e1924171a24766bf"
"Route / station infrastructure","Mainstreet America","P01-BAY-086","Parking bay 086","parking","complete","-23, 64, 214","/tp @s -23 64 214","derived bounds center","true","bounds","x[-25…-22] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_0d9fe0a7959017d1"
"Route / station infrastructure","Mainstreet America","P01-BAY-087","Parking bay 087","parking","complete","24, 64, 214","/tp @s 24 64 214","derived bounds center","true","bounds","x[22…25] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_9e7a5df1b4bf56a9"
"Route / station infrastructure","Mainstreet America","P01-BAY-088","Parking bay 088","parking","complete","29, 64, 214","/tp @s 29 64 214","derived bounds center","true","bounds","x[27…30] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_4a2a3d06a819720d"
"Route / station infrastructure","Mainstreet America","P01-BAY-089","Parking bay 089","parking","complete","34, 64, 214","/tp @s 34 64 214","derived bounds center","true","bounds","x[32…35] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_b6fd8136b5788459"
"Route / station infrastructure","Mainstreet America","P01-BAY-090","Parking bay 090","parking","complete","39, 64, 214","/tp @s 39 64 214","derived bounds center","true","bounds","x[37…40] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_b176b46782c21170"
"Route / station infrastructure","Mainstreet America","P01-BAY-091","Parking bay 091","parking","complete","44, 64, 214","/tp @s 44 64 214","derived bounds center","true","bounds","x[42…45] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_178f057a0fc5705e"
"Route / station infrastructure","Mainstreet America","P01-BAY-092","Parking bay 092","parking","complete","49, 64, 214","/tp @s 49 64 214","derived bounds center","true","bounds","x[47…50] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_d2b9bb4daf84f7a9"
"Route / station infrastructure","Mainstreet America","P01-BAY-093","Parking bay 093","parking","complete","54, 64, 214","/tp @s 54 64 214","derived bounds center","true","bounds","x[52…55] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_ee007ff8405cc81c"
"Route / station infrastructure","Mainstreet America","P01-BAY-094","Parking bay 094","parking","complete","59, 64, 214","/tp @s 59 64 214","derived bounds center","true","bounds","x[57…60] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_3463de9076930cc6"
"Route / station infrastructure","Mainstreet America","P01-BAY-095","Parking bay 095","parking","complete","64, 64, 214","/tp @s 64 64 214","derived bounds center","true","bounds","x[62…65] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_2ec802ca966e2c6f"
"Route / station infrastructure","Mainstreet America","P01-BAY-096","Parking bay 096","parking","complete","69, 64, 214","/tp @s 69 64 214","derived bounds center","true","bounds","x[67…70] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_2a40a57c04d90342"
"Route / station infrastructure","Mainstreet America","P01-BAY-097","Parking bay 097","parking","complete","74, 64, 214","/tp @s 74 64 214","derived bounds center","true","bounds","x[72…75] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_be6702c47dfa62b4"
"Route / station infrastructure","Mainstreet America","P01-BAY-098","Parking bay 098","parking","complete","79, 64, 214","/tp @s 79 64 214","derived bounds center","true","bounds","x[77…80] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_c2338ab66dabe865"
"Route / station infrastructure","Mainstreet America","P01-BAY-099","Parking bay 099","parking","complete","84, 64, 214","/tp @s 84 64 214","derived bounds center","true","bounds","x[82…85] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_3e830794e8ef4329"
"Route / station infrastructure","Mainstreet America","P01-BAY-100","Parking bay 100","parking","complete","89, 64, 214","/tp @s 89 64 214","derived bounds center","true","bounds","x[87…90] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_fc278d285740364b"
"Route / station infrastructure","Mainstreet America","P01-BAY-101","Parking bay 101","parking","complete","94, 64, 214","/tp @s 94 64 214","derived bounds center","true","bounds","x[92…95] y[64] z[210…218]","Visitor parking and Arrival Gardens","wft_5d17671d69b57b57"
"Route / station infrastructure","Mainstreet America","P01-BAY-102","Parking bay 102","parking","complete","-119, 64, 232","/tp @s -119 64 232","derived bounds center","true","bounds","x[-121…-118] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_f40043f8aea14363"
"Route / station infrastructure","Mainstreet America","P01-BAY-103","Parking bay 103","parking","complete","-114, 64, 232","/tp @s -114 64 232","derived bounds center","true","bounds","x[-116…-113] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_e84f8509022bdd22"
"Route / station infrastructure","Mainstreet America","P01-BAY-104","Parking bay 104","parking","complete","-109, 64, 232","/tp @s -109 64 232","derived bounds center","true","bounds","x[-111…-108] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_c623f80c270b495f"
"Route / station infrastructure","Mainstreet America","P01-BAY-105","Parking bay 105","parking","complete","-104, 64, 232","/tp @s -104 64 232","derived bounds center","true","bounds","x[-106…-103] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_8d9e6a77216e6b05"
"Route / station infrastructure","Mainstreet America","P01-BAY-106","Parking bay 106","parking","complete","-99, 64, 232","/tp @s -99 64 232","derived bounds center","true","bounds","x[-101…-98] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_2df19cff981dca70"
"Route / station infrastructure","Mainstreet America","P01-BAY-107","Parking bay 107","parking","complete","-94, 64, 232","/tp @s -94 64 232","derived bounds center","true","bounds","x[-96…-93] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_e036518c37e2f70d"
"Route / station infrastructure","Mainstreet America","P01-BAY-108","Parking bay 108","parking","complete","-89, 64, 232","/tp @s -89 64 232","derived bounds center","true","bounds","x[-91…-88] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_2538398425bc9b1c"
"Route / station infrastructure","Mainstreet America","P01-BAY-109","Parking bay 109","parking","complete","-84, 64, 232","/tp @s -84 64 232","derived bounds center","true","bounds","x[-86…-83] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_1dfc976d3106c5ac"
"Route / station infrastructure","Mainstreet America","P01-BAY-110","Parking bay 110","parking","complete","-79, 64, 232","/tp @s -79 64 232","derived bounds center","true","bounds","x[-81…-78] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_4b463f9e5ca19e98"
"Route / station infrastructure","Mainstreet America","P01-BAY-111","Parking bay 111","parking","complete","-74, 64, 232","/tp @s -74 64 232","derived bounds center","true","bounds","x[-76…-73] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_d4b88a19afe29c61"
"Route / station infrastructure","Mainstreet America","P01-BAY-112","Parking bay 112","parking","complete","-69, 64, 232","/tp @s -69 64 232","derived bounds center","true","bounds","x[-71…-68] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_90f3236505684f74"
"Route / station infrastructure","Mainstreet America","P01-BAY-113","Parking bay 113","parking","complete","-64, 64, 232","/tp @s -64 64 232","derived bounds center","true","bounds","x[-66…-63] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_0e11207f75f1437c"
"Route / station infrastructure","Mainstreet America","P01-BAY-114","Parking bay 114","parking","complete","-59, 64, 232","/tp @s -59 64 232","derived bounds center","true","bounds","x[-61…-58] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_89d268b7a066e925"
"Route / station infrastructure","Mainstreet America","P01-BAY-115","Parking bay 115","parking","complete","-54, 64, 232","/tp @s -54 64 232","derived bounds center","true","bounds","x[-56…-53] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_cfb840766d092b43"
"Route / station infrastructure","Mainstreet America","P01-BAY-116","Parking bay 116","parking","complete","-49, 64, 232","/tp @s -49 64 232","derived bounds center","true","bounds","x[-51…-48] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_83bbb9cb2d83109e"
"Route / station infrastructure","Mainstreet America","P01-BAY-117","Parking bay 117","parking","complete","-44, 64, 232","/tp @s -44 64 232","derived bounds center","true","bounds","x[-46…-43] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_e221916b030e5c34"
"Route / station infrastructure","Mainstreet America","P01-BAY-118","Parking bay 118","parking","complete","-39, 64, 232","/tp @s -39 64 232","derived bounds center","true","bounds","x[-41…-38] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_1a11730cf3556db2"
"Route / station infrastructure","Mainstreet America","P01-BAY-119","Parking bay 119","parking","complete","-34, 64, 232","/tp @s -34 64 232","derived bounds center","true","bounds","x[-36…-33] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_3d92a9f1740814bb"
"Route / station infrastructure","Mainstreet America","P01-BAY-120","Parking bay 120","parking","complete","-29, 64, 232","/tp @s -29 64 232","derived bounds center","true","bounds","x[-31…-28] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_bb3103ee49230bd0"
"Route / station infrastructure","Mainstreet America","P01-BAY-121","Parking bay 121","parking","complete","-24, 64, 232","/tp @s -24 64 232","derived bounds center","true","bounds","x[-26…-23] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_e3c0efe76ed5f8d9"
"Route / station infrastructure","Mainstreet America","P01-BAY-122","Parking bay 122","parking","complete","-19, 64, 232","/tp @s -19 64 232","derived bounds center","true","bounds","x[-21…-18] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_a210e9032080a776"
"Route / station infrastructure","Mainstreet America","P01-BAY-123","Parking bay 123","parking","complete","-14, 64, 232","/tp @s -14 64 232","derived bounds center","true","bounds","x[-16…-13] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_b810665efc83f113"
"Route / station infrastructure","Mainstreet America","P01-BAY-124","Parking bay 124","parking","complete","-9, 64, 232","/tp @s -9 64 232","derived bounds center","true","bounds","x[-11…-8] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_6e529aa87bb82f53"
"Route / station infrastructure","Mainstreet America","P01-BAY-125","Parking bay 125","parking","complete","10, 64, 232","/tp @s 10 64 232","derived bounds center","true","bounds","x[8…11] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_f1fc79733178f7ab"
"Route / station infrastructure","Mainstreet America","P01-BAY-126","Parking bay 126","parking","complete","15, 64, 232","/tp @s 15 64 232","derived bounds center","true","bounds","x[13…16] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_7a0b8c44c689d41b"
"Route / station infrastructure","Mainstreet America","P01-BAY-127","Parking bay 127","parking","complete","20, 64, 232","/tp @s 20 64 232","derived bounds center","true","bounds","x[18…21] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_eeb08df6d3aaa625"
"Route / station infrastructure","Mainstreet America","P01-BAY-128","Parking bay 128","parking","complete","25, 64, 232","/tp @s 25 64 232","derived bounds center","true","bounds","x[23…26] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_5691fe96699c9c66"
"Route / station infrastructure","Mainstreet America","P01-BAY-129","Parking bay 129","parking","complete","30, 64, 232","/tp @s 30 64 232","derived bounds center","true","bounds","x[28…31] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_597585385dcf8264"
"Route / station infrastructure","Mainstreet America","P01-BAY-130","Parking bay 130","parking","complete","35, 64, 232","/tp @s 35 64 232","derived bounds center","true","bounds","x[33…36] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_94b141173ea40ae0"
"Route / station infrastructure","Mainstreet America","P01-BAY-131","Parking bay 131","parking","complete","40, 64, 232","/tp @s 40 64 232","derived bounds center","true","bounds","x[38…41] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_b6c8bfe8f24a5033"
"Route / station infrastructure","Mainstreet America","P01-BAY-132","Parking bay 132","parking","complete","45, 64, 232","/tp @s 45 64 232","derived bounds center","true","bounds","x[43…46] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_226b5fe5f46c59d0"
"Route / station infrastructure","Mainstreet America","P01-BAY-133","Parking bay 133","parking","complete","50, 64, 232","/tp @s 50 64 232","derived bounds center","true","bounds","x[48…51] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_ba3028213748d940"
"Route / station infrastructure","Mainstreet America","P01-BAY-134","Parking bay 134","parking","complete","55, 64, 232","/tp @s 55 64 232","derived bounds center","true","bounds","x[53…56] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_860263d914af2e65"
"Route / station infrastructure","Mainstreet America","P01-BAY-135","Parking bay 135","parking","complete","60, 64, 232","/tp @s 60 64 232","derived bounds center","true","bounds","x[58…61] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_f9145953e11a1307"
"Route / station infrastructure","Mainstreet America","P01-BAY-136","Parking bay 136","parking","complete","65, 64, 232","/tp @s 65 64 232","derived bounds center","true","bounds","x[63…66] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_f6b2f90894d94d30"
"Route / station infrastructure","Mainstreet America","P01-BAY-137","Parking bay 137","parking","complete","70, 64, 232","/tp @s 70 64 232","derived bounds center","true","bounds","x[68…71] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_4cc4b63a788731a6"
"Route / station infrastructure","Mainstreet America","P01-BAY-138","Parking bay 138","parking","complete","75, 64, 232","/tp @s 75 64 232","derived bounds center","true","bounds","x[73…76] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_1494261a1d6b7513"
"Route / station infrastructure","Mainstreet America","P01-BAY-139","Parking bay 139","parking","complete","80, 64, 232","/tp @s 80 64 232","derived bounds center","true","bounds","x[78…81] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_479a54d96bc2bfd4"
"Route / station infrastructure","Mainstreet America","P01-BAY-140","Parking bay 140","parking","complete","85, 64, 232","/tp @s 85 64 232","derived bounds center","true","bounds","x[83…86] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_e205c97de952805b"
"Route / station infrastructure","Mainstreet America","P01-BAY-141","Parking bay 141","parking","complete","90, 64, 232","/tp @s 90 64 232","derived bounds center","true","bounds","x[88…91] y[64] z[228…236]","Visitor parking and Arrival Gardens","wft_a94263ce78204ff1"
"Route / station infrastructure","Mainstreet America","P01-BAY-142","Parking bay 142","parking","complete","-119, 64, 241","/tp @s -119 64 241","derived bounds center","true","bounds","x[-121…-118] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_5dafc3308cb67a2a"
"Route / station infrastructure","Mainstreet America","P01-BAY-143","Parking bay 143","parking","complete","-114, 64, 241","/tp @s -114 64 241","derived bounds center","true","bounds","x[-116…-113] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_f3d08a80df9116d5"
"Route / station infrastructure","Mainstreet America","P01-BAY-144","Parking bay 144","parking","complete","-109, 64, 241","/tp @s -109 64 241","derived bounds center","true","bounds","x[-111…-108] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_3e20295ec9d32dd2"
"Route / station infrastructure","Mainstreet America","P01-BAY-145","Parking bay 145","parking","complete","-104, 64, 241","/tp @s -104 64 241","derived bounds center","true","bounds","x[-106…-103] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_a0c82a96fa1f8c0e"
"Route / station infrastructure","Mainstreet America","P01-BAY-146","Parking bay 146","parking","complete","-99, 64, 241","/tp @s -99 64 241","derived bounds center","true","bounds","x[-101…-98] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_20054a298697517b"
"Route / station infrastructure","Mainstreet America","P01-BAY-147","Parking bay 147","parking","complete","-94, 64, 241","/tp @s -94 64 241","derived bounds center","true","bounds","x[-96…-93] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_59a09dd737388625"
"Route / station infrastructure","Mainstreet America","P01-BAY-148","Parking bay 148","parking","complete","-89, 64, 241","/tp @s -89 64 241","derived bounds center","true","bounds","x[-91…-88] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_c6b0a5604204cfa8"
"Route / station infrastructure","Mainstreet America","P01-BAY-149","Parking bay 149","parking","complete","-84, 64, 241","/tp @s -84 64 241","derived bounds center","true","bounds","x[-86…-83] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_d082bf551359b31b"
"Route / station infrastructure","Mainstreet America","P01-BAY-150","Parking bay 150","parking","complete","-79, 64, 241","/tp @s -79 64 241","derived bounds center","true","bounds","x[-81…-78] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_b2f3214289967ed3"
"Route / station infrastructure","Mainstreet America","P01-BAY-151","Parking bay 151","parking","complete","-74, 64, 241","/tp @s -74 64 241","derived bounds center","true","bounds","x[-76…-73] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_b97741e4f6930578"
"Route / station infrastructure","Mainstreet America","P01-BAY-152","Parking bay 152","parking","complete","-69, 64, 241","/tp @s -69 64 241","derived bounds center","true","bounds","x[-71…-68] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_58452f70e356938b"
"Route / station infrastructure","Mainstreet America","P01-BAY-153","Parking bay 153","parking","complete","-64, 64, 241","/tp @s -64 64 241","derived bounds center","true","bounds","x[-66…-63] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_1b60d2f44446659f"
"Route / station infrastructure","Mainstreet America","P01-BAY-154","Parking bay 154","parking","complete","-59, 64, 241","/tp @s -59 64 241","derived bounds center","true","bounds","x[-61…-58] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_dced6259fadc6b03"
"Route / station infrastructure","Mainstreet America","P01-BAY-155","Parking bay 155","parking","complete","-54, 64, 241","/tp @s -54 64 241","derived bounds center","true","bounds","x[-56…-53] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_96f18fa3fec79096"
"Route / station infrastructure","Mainstreet America","P01-BAY-156","Parking bay 156","parking","complete","-49, 64, 241","/tp @s -49 64 241","derived bounds center","true","bounds","x[-51…-48] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_27c34c26a33342f4"
"Route / station infrastructure","Mainstreet America","P01-BAY-157","Parking bay 157","parking","complete","-44, 64, 241","/tp @s -44 64 241","derived bounds center","true","bounds","x[-46…-43] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_016af215f19edeeb"
"Route / station infrastructure","Mainstreet America","P01-BAY-158","Parking bay 158","parking","complete","-39, 64, 241","/tp @s -39 64 241","derived bounds center","true","bounds","x[-41…-38] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_b4d5b7b525b91bd4"
"Route / station infrastructure","Mainstreet America","P01-BAY-159","Parking bay 159","parking","complete","-34, 64, 241","/tp @s -34 64 241","derived bounds center","true","bounds","x[-36…-33] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_e11121ad74767b44"
"Route / station infrastructure","Mainstreet America","P01-BAY-160","Parking bay 160","parking","complete","-29, 64, 241","/tp @s -29 64 241","derived bounds center","true","bounds","x[-31…-28] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_dd6eec7b8de60c7c"
"Route / station infrastructure","Mainstreet America","P01-BAY-161","Parking bay 161","parking","complete","-24, 64, 241","/tp @s -24 64 241","derived bounds center","true","bounds","x[-26…-23] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_7a50438fafe143f7"
"Route / station infrastructure","Mainstreet America","P01-BAY-162","Parking bay 162","parking","complete","-19, 64, 241","/tp @s -19 64 241","derived bounds center","true","bounds","x[-21…-18] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_24fdc7208e33e0c8"
"Route / station infrastructure","Mainstreet America","P01-BAY-163","Parking bay 163","parking","complete","-14, 64, 241","/tp @s -14 64 241","derived bounds center","true","bounds","x[-16…-13] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_cdeed2701709f184"
"Route / station infrastructure","Mainstreet America","P01-BAY-164","Parking bay 164","parking","complete","-9, 64, 241","/tp @s -9 64 241","derived bounds center","true","bounds","x[-11…-8] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_30c1d747fe10547a"
"Route / station infrastructure","Mainstreet America","P01-BAY-165","Parking bay 165","parking","complete","10, 64, 241","/tp @s 10 64 241","derived bounds center","true","bounds","x[8…11] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_f8e5b0f1a42a4555"
"Route / station infrastructure","Mainstreet America","P01-BAY-166","Parking bay 166","parking","complete","15, 64, 241","/tp @s 15 64 241","derived bounds center","true","bounds","x[13…16] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_4a1986f440f747a0"
"Route / station infrastructure","Mainstreet America","P01-BAY-167","Parking bay 167","parking","complete","20, 64, 241","/tp @s 20 64 241","derived bounds center","true","bounds","x[18…21] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_52148ece4a3a5cf8"
"Route / station infrastructure","Mainstreet America","P01-BAY-168","Parking bay 168","parking","complete","25, 64, 241","/tp @s 25 64 241","derived bounds center","true","bounds","x[23…26] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_07cac144536ddff6"
"Route / station infrastructure","Mainstreet America","P01-BAY-169","Parking bay 169","parking","complete","30, 64, 241","/tp @s 30 64 241","derived bounds center","true","bounds","x[28…31] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_e6afd6ca7f9016f1"
"Route / station infrastructure","Mainstreet America","P01-BAY-170","Parking bay 170","parking","complete","35, 64, 241","/tp @s 35 64 241","derived bounds center","true","bounds","x[33…36] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_1bfd6925263944aa"
"Route / station infrastructure","Mainstreet America","P01-BAY-171","Parking bay 171","parking","complete","40, 64, 241","/tp @s 40 64 241","derived bounds center","true","bounds","x[38…41] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_4cfe927d2074b6ed"
"Route / station infrastructure","Mainstreet America","P01-BAY-172","Parking bay 172","parking","complete","45, 64, 241","/tp @s 45 64 241","derived bounds center","true","bounds","x[43…46] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_4ccc28975d3abd51"
"Route / station infrastructure","Mainstreet America","P01-BAY-173","Parking bay 173","parking","complete","50, 64, 241","/tp @s 50 64 241","derived bounds center","true","bounds","x[48…51] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_e100ba240c62ed36"
"Route / station infrastructure","Mainstreet America","P01-BAY-174","Parking bay 174","parking","complete","55, 64, 241","/tp @s 55 64 241","derived bounds center","true","bounds","x[53…56] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_d01ce3ebe06403eb"
"Route / station infrastructure","Mainstreet America","P01-BAY-175","Parking bay 175","parking","complete","60, 64, 241","/tp @s 60 64 241","derived bounds center","true","bounds","x[58…61] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_db45de6b0559aef4"
"Route / station infrastructure","Mainstreet America","P01-BAY-176","Parking bay 176","parking","complete","65, 64, 241","/tp @s 65 64 241","derived bounds center","true","bounds","x[63…66] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_bb191b57d9c32592"
"Route / station infrastructure","Mainstreet America","P01-BAY-177","Parking bay 177","parking","complete","70, 64, 241","/tp @s 70 64 241","derived bounds center","true","bounds","x[68…71] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_7eb116743b1ac420"
"Route / station infrastructure","Mainstreet America","P01-BAY-178","Parking bay 178","parking","complete","75, 64, 241","/tp @s 75 64 241","derived bounds center","true","bounds","x[73…76] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_a88b9fecc2b75cc0"
"Route / station infrastructure","Mainstreet America","P01-BAY-179","Parking bay 179","parking","complete","80, 64, 241","/tp @s 80 64 241","derived bounds center","true","bounds","x[78…81] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_d49b55cba8553f0a"
"Route / station infrastructure","Mainstreet America","P01-BAY-180","Parking bay 180","parking","complete","85, 64, 241","/tp @s 85 64 241","derived bounds center","true","bounds","x[83…86] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_477cab51343596b7"
"Route / station infrastructure","Mainstreet America","P01-BAY-181","Parking bay 181","parking","complete","90, 64, 241","/tp @s 90 64 241","derived bounds center","true","bounds","x[88…91] y[64] z[237…245]","Visitor parking and Arrival Gardens","wft_aef1ced902b21c07"
"Route / station infrastructure","Mainstreet America","P01-BAY-182","Parking bay 182","parking","complete","-119, 64, 259","/tp @s -119 64 259","derived bounds center","true","bounds","x[-121…-118] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_32cfc8b19243c419"
"Route / station infrastructure","Mainstreet America","P01-BAY-183","Parking bay 183","parking","complete","-114, 64, 259","/tp @s -114 64 259","derived bounds center","true","bounds","x[-116…-113] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_088862b7c4ba272e"
"Route / station infrastructure","Mainstreet America","P01-BAY-184","Parking bay 184","parking","complete","-109, 64, 259","/tp @s -109 64 259","derived bounds center","true","bounds","x[-111…-108] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_c7f3ed1ca98f517f"
"Route / station infrastructure","Mainstreet America","P01-BAY-185","Parking bay 185","parking","complete","-104, 64, 259","/tp @s -104 64 259","derived bounds center","true","bounds","x[-106…-103] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_b16846cd8a5a74e5"
"Route / station infrastructure","Mainstreet America","P01-BAY-186","Parking bay 186","parking","complete","-99, 64, 259","/tp @s -99 64 259","derived bounds center","true","bounds","x[-101…-98] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_c227319aeb61a8f7"
"Route / station infrastructure","Mainstreet America","P01-BAY-187","Parking bay 187","parking","complete","-94, 64, 259","/tp @s -94 64 259","derived bounds center","true","bounds","x[-96…-93] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_e5d9773f0d7813ca"
"Route / station infrastructure","Mainstreet America","P01-BAY-188","Parking bay 188","parking","complete","-89, 64, 259","/tp @s -89 64 259","derived bounds center","true","bounds","x[-91…-88] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_5df7bd8a60dd52f8"
"Route / station infrastructure","Mainstreet America","P01-BAY-189","Parking bay 189","parking","complete","-84, 64, 259","/tp @s -84 64 259","derived bounds center","true","bounds","x[-86…-83] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_0cb0a8f972c8ee82"
"Route / station infrastructure","Mainstreet America","P01-BAY-190","Parking bay 190","parking","complete","-79, 64, 259","/tp @s -79 64 259","derived bounds center","true","bounds","x[-81…-78] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_1017ddd4c25002ec"
"Route / station infrastructure","Mainstreet America","P01-BAY-191","Parking bay 191","parking","complete","-74, 64, 259","/tp @s -74 64 259","derived bounds center","true","bounds","x[-76…-73] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_40a74b03dc445e34"
